fecha_jornada;jornada;partido;equipo_local;marcador_local;equipo_visitante;marcador_visitante;resultado
domingo 24 de marzo de 2019;47;4;C. Gimnastic;0;Málaga;1;2
domingo 24 de marzo de 2019;47;7;Sporting de Gijón;1;R. Oviedo;0;1
domingo 24 de marzo de 2019;47;5;Cádiz;1;Córdoba;1;X
domingo 24 de marzo de 2019;47;8;Suecia;2;Rumania;1;1
domingo 24 de marzo de 2019;47;10;Hungría;2;Croacia;1;1
domingo 24 de marzo de 2019;47;9;Gales;1;Eslovaquia;0;1
domingo 24 de marzo de 2019;47;11;Israel;4;Austria;2;1
domingo 24 de marzo de 2019;47;13;Eslovenia;1;Ary de Macedonia;1;X
domingo 24 de marzo de 2019;47;15;España;2;Noruega;1;21
domingo 24 de marzo de 2019;47;12;Chipre;0;Bélgica;2;2
domingo 24 de marzo de 2019;47;14;Holanda;2;Alemania;3;2
domingo 7 de abril de 2019;50;2;Rayo Vallecano;2;Valencia;0;1
domingo 7 de abril de 2019;50;3;Barcelona;2;Atlético de Madrid;0;1
domingo 7 de abril de 2019;50;1;Girona;1;Espanyol;2;2
domingo 7 de abril de 2019;50;5;Getafe;1;Athletic de Bilbao;0;1
domingo 7 de abril de 2019;50;7;Levante;2;Huesca;2;X
domingo 7 de abril de 2019;50;6;Valladolid;0;Sevilla;2;2
domingo 7 de abril de 2019;50;8;Celta;3;Real Sociedad;1;1
domingo 7 de abril de 2019;50;4;Alavés;1;Leganés;1;X
domingo 7 de abril de 2019;50;10;Deportivo;0;Rayo Majadahonda;2;2
domingo 7 de abril de 2019;50;11;Granada;1;Málaga;0;1
domingo 7 de abril de 2019;50;9;Betis;2;Villarreal;1;1
domingo 7 de abril de 2019;50;12;R. Oviedo;1;Las Palmas;1;X
domingo 7 de abril de 2019;50;14;Elche;1;Córdoba;0;1
domingo 7 de abril de 2019;50;15;Real Madrid;2;Eibar;1;21
domingo 14 de abril de 2019;51;2;Atlético de Madrid;2;Celta;0;1
domingo 14 de abril de 2019;51;1;Espanyol;2;Alavés;1;1
domingo 14 de abril de 2019;51;3;Sevilla;3;Betis;2;1
domingo 14 de abril de 2019;51;4;Valladolid;2;Getafe;2;X
domingo 7 de abril de 2019;50;13;Lugo;2;Osasuna;2;X
domingo 14 de abril de 2019;51;5;Athletic de Bilbao;3;Rayo Vallecano;2;1
domingo 14 de abril de 2019;51;6;Real Sociedad;1;Eibar;1;X
domingo 14 de abril de 2019;51;9;Málaga;1;Extremadura;2;2
domingo 14 de abril de 2019;51;8;Valencia;3;Levante;1;1
domingo 14 de abril de 2019;51;7;Girona;0;Villarreal;1;2
domingo 14 de abril de 2019;51;10;Osasuna;2;Deportivo;1;1
domingo 14 de abril de 2019;51;11;Albacete;1;Elche;1;X
domingo 14 de abril de 2019;51;15;Huesca;0;Barcelona;0;00
domingo 14 de abril de 2019;51;14;R. Zaragoza;0;Alcorcón;2;2
domingo 14 de abril de 2019;51;12;Numancia;1;Mallorca;1;X
domingo 21 de abril de 2019;52;2;Eibar;0;Atlético de Madrid;1;2
domingo 21 de abril de 2019;52;3;Rayo Vallecano;0;Huesca;0;X
domingo 21 de abril de 2019;52;4;Barcelona;2;Real Sociedad;1;1
domingo 21 de abril de 2019;52;5;Levante;2;Espanyol;2;X
domingo 14 de abril de 2019;51;13;Las Palmas;0;Cádiz;3;2
domingo 21 de abril de 2019;52;1;Celta;2;Girona;1;1
domingo 21 de abril de 2019;52;7;Villarreal;2;Leganés;1;1
domingo 21 de abril de 2019;52;9;Lugo;1;Granada;2;2
domingo 21 de abril de 2019;52;6;Getafe;3;Sevilla;0;1
domingo 21 de abril de 2019;52;10;Albacete;4;Las Palmas;2;1
domingo 21 de abril de 2019;52;8;Betis;1;Valencia;2;2
domingo 21 de abril de 2019;52;11;Mallorca;2;Rayo Majadahonda;0;1
domingo 21 de abril de 2019;52;12;Cádiz;2;Numancia;1;1
domingo 21 de abril de 2019;52;14;Tenerife;1;Almería;3;2
domingo 21 de abril de 2019;52;15;Real Madrid;3;Athletic de Bilbao;0;M0
miércoles 24 de abril de 2019;53;1;Huesca;2;Eibar;0;1
miércoles 24 de abril de 2019;53;2;Valladolid;1;Girona;0;1
miércoles 24 de abril de 2019;53;3;Alavés;0;Barcelona;2;2
domingo 21 de abril de 2019;52;13;Deportivo;1;Extremadura;2;2
miércoles 24 de abril de 2019;53;5;Leganés;0;Athletic de Bilbao;1;2
miércoles 24 de abril de 2019;53;4;Atlético de Madrid;3;Valencia;2;1
miércoles 24 de abril de 2019;53;7;Levante;4;Betis;0;1
miércoles 24 de abril de 2019;53;6;Espanyol;1;Celta;1;X
miércoles 24 de abril de 2019;53;8;Sevilla;5;Rayo Vallecano;0;1
miércoles 24 de abril de 2019;53;9;Real Sociedad;0;Villarreal;1;2
miércoles 24 de abril de 2019;53;12;Tottenham;1;Brighton;0;1
miércoles 24 de abril de 2019;53;11;Watford;1;Southampton;1;X
miércoles 24 de abril de 2019;53;13;Wolverhampton;3;Arsenal;1;1
miércoles 24 de abril de 2019;53;15;Manchester U.;0;Manchester City;2;02
miércoles 24 de abril de 2019;53;14;Ajax;4;SBV Vitesse;2;1
domingo 28 de abril de 2019;54;1;Athletic de Bilbao;1;Alavés;1;X
domingo 28 de abril de 2019;54;3;Barcelona;1;Levante;0;1
miércoles 24 de abril de 2019;53;10;Getafe;0;Real Madrid;0;X
domingo 28 de abril de 2019;54;5;Girona;1;Sevilla;0;1
domingo 28 de abril de 2019;54;6;Real Sociedad;2;Getafe;1;1
domingo 28 de abril de 2019;54;4;Valencia;0;Eibar;1;2
domingo 28 de abril de 2019;54;7;Villarreal;1;Huesca;1;X
domingo 28 de abril de 2019;54;2;Leganés;0;Celta;0;X
domingo 28 de abril de 2019;54;8;Rayo Vallecano;1;Real Madrid;0;1
domingo 28 de abril de 2019;54;12;Extremadura;1;Tenerife;0;1
domingo 28 de abril de 2019;54;11;Almería;0;R. Oviedo;1;2
domingo 28 de abril de 2019;54;9;Málaga;0;Mallorca;1;2
domingo 28 de abril de 2019;54;13;Rayo Majadahonda;1;Cádiz;1;X
domingo 28 de abril de 2019;54;15;Atlético de Madrid;1;Valladolid;0;10
domingo 26 de mayo de 2019;58;1;Rayo Majadahonda;0;Córdoba;0;X
domingo 28 de abril de 2019;54;10;Osasuna;2;Albacete;0;1
domingo 26 de mayo de 2019;58;2;Sporting de Gijón;0;Albacete;2;2
domingo 26 de mayo de 2019;58;4;Almería;0;Alcorcón;0;X
domingo 28 de abril de 2019;54;14;Las Palmas;4;Lugo;1;1
domingo 26 de mayo de 2019;58;6;Tenerife;2;R. Oviedo;1;1
domingo 26 de mayo de 2019;58;5;C. Gimnastic;3;Elche;3;X
domingo 26 de mayo de 2019;58;3;Osasuna;2;Las Palmas;0;1
domingo 26 de mayo de 2019;58;7;Granada;1;Cádiz;1;X
domingo 26 de mayo de 2019;58;8;Extremadura;0;Lugo;0;X
domingo 26 de mayo de 2019;58;11;Spal;2;Milan;3;2
domingo 26 de mayo de 2019;58;9;Sampdoria;2;Juventus;0;1
domingo 26 de mayo de 2019;58;13;Roma;2;Parma;1;1
domingo 26 de mayo de 2019;58;12;Bolonia;3;Nápoles;2;1
domingo 26 de mayo de 2019;58;14;Atalanta;3;Sassuolo;1;1
domingo 12 de mayo de 2019;56;1;Atlético de Madrid;1;Sevilla;1;X
domingo 12 de mayo de 2019;56;2;Athletic de Bilbao;3;Celta;1;1
domingo 12 de mayo de 2019;56;3;Barcelona;2;Getafe;0;1
domingo 26 de mayo de 2019;58;10;Torino;3;Lazio;1;1
domingo 26 de mayo de 2019;58;15;Inter;2;Empoli;1;21
domingo 12 de mayo de 2019;56;6;Leganés;0;Espanyol;2;2
domingo 12 de mayo de 2019;56;7;Rayo Vallecano;1;Valladolid;2;2
domingo 12 de mayo de 2019;56;4;Betis;2;Huesca;1;1
domingo 12 de mayo de 2019;56;5;Girona;1;Levante;2;2
domingo 12 de mayo de 2019;56;8;Real Sociedad;3;Real Madrid;1;1
domingo 12 de mayo de 2019;56;9;Villarreal;1;Eibar;0;1
domingo 12 de mayo de 2019;56;11;Deportivo;1;Cádiz;1;X
domingo 12 de mayo de 2019;56;12;Extremadura;0;R. Zaragoza;3;2
domingo 12 de mayo de 2019;56;13;Rayo Majadahonda;2;Albacete;3;2
domingo 12 de mayo de 2019;56;10;Almería;5;Elche;3;1
domingo 12 de mayo de 2019;56;14;Sporting de Gijón;0;Lugo;0;X
domingo 12 de mayo de 2019;56;15;Valencia;3;Alavés;1;M1
domingo 19 de mayo de 2019;57;2;Celta;2;Rayo Vallecano;2;X
domingo 19 de mayo de 2019;57;4;Espanyol;2;Real Sociedad;0;1
domingo 19 de mayo de 2019;57;3;Eibar;2;Barcelona;2;X
domingo 19 de mayo de 2019;57;5;Getafe;2;Villarreal;2;X
domingo 19 de mayo de 2019;57;1;Alavés;2;Girona;1;1
domingo 19 de mayo de 2019;57;9;Valladolid;0;Valencia;2;2
domingo 19 de mayo de 2019;57;7;Levante;2;Atlético de Madrid;2;X
domingo 19 de mayo de 2019;57;8;Sevilla;2;Athletic de Bilbao;0;1
domingo 19 de mayo de 2019;57;11;Las Palmas;3;Rayo Majadahonda;2;1
domingo 19 de mayo de 2019;57;10;Alcorcón;0;Extremadura;1;2
domingo 19 de mayo de 2019;57;13;Mallorca;1;Almería;0;1
domingo 19 de mayo de 2019;57;12;Lugo;1;Deportivo;0;1
domingo 19 de mayo de 2019;57;14;R. Oviedo;1;Numancia;0;1
domingo 19 de mayo de 2019;57;15;Real Madrid;0;Betis;2;02
domingo 9 de junio de 2019;60;2;Deportivo;2;Córdoba;0;1
domingo 19 de mayo de 2019;57;6;Huesca;2;Leganés;1;1
domingo 9 de junio de 2019;60;1;Almería;3;Albacete;0;1
domingo 9 de junio de 2019;60;3;Extremadura;0;Mallorca;0;X
domingo 9 de junio de 2019;60;4;C. Gimnastic;1;Lugo;1;X
domingo 9 de junio de 2019;60;6;Numancia;1;Las Palmas;1;X
domingo 9 de junio de 2019;60;8;Sporting de Gijón;1;Cádiz;0;1
domingo 9 de junio de 2019;60;7;Osasuna;1;R. Oviedo;0;1
domingo 9 de junio de 2019;60;9;Tenerife;1;R. Zaragoza;0;1
domingo 9 de junio de 2019;60;10;Ceara;0;Bahia;0;X
domingo 9 de junio de 2019;60;5;Granada;2;Alcorcón;1;1
domingo 9 de junio de 2019;60;12;Cruzeiro;0;Corinthians;0;X
domingo 9 de junio de 2019;60;13;Palmeiras;1;Atlético Paranaense;0;1
domingo 9 de junio de 2019;60;15;Málaga;3;Elche;0;M0
domingo 9 de junio de 2019;60;14;Avaí;0;Sao Paulo;0;X
domingo 9 de junio de 2019;60;11;Gremio;1;Fortaleza;0;1
domingo 2 de junio de 2019;59;1;Alcorcón;0;C. Gimnastic;1;2
domingo 2 de junio de 2019;59;2;Las Palmas;0;Almería;0;X
domingo 2 de junio de 2019;59;4;Cádiz;1;Extremadura;0;1
domingo 2 de junio de 2019;59;5;Elche;1;Deportivo;0;1
domingo 2 de junio de 2019;59;7;Mallorca;0;Granada;0;X
domingo 2 de junio de 2019;59;3;Albacete;1;Málaga;0;1
domingo 2 de junio de 2019;59;8;R. Oviedo;1;Rayo Majadahonda;0;1
domingo 2 de junio de 2019;59;6;Lugo;1;Tenerife;0;1
domingo 2 de junio de 2019;59;10;At. Baleares;1;Racing Ferrol;1;X
domingo 2 de junio de 2019;59;9;R. Zaragoza;0;Numancia;1;2
domingo 2 de junio de 2019;59;11;Recreativo;1;CF Fuenlabrada;1;X
domingo 2 de junio de 2019;59;14;UD Logroñés;3;CD Badajoz;3;X
domingo 2 de junio de 2019;59;12;Cartagena;2;RM Castilla;0;1
domingo 2 de junio de 2019;59;13;Mirandés;2;AT. Madrid B;1;1
domingo 2 de junio de 2019;59;15;Tottenham;0;Liverpool;2;02
domingo 5 de mayo de 2019;55;1;Levante;4;Rayo Vallecano;1;1
domingo 5 de mayo de 2019;55;2;Espanyol;3;Atlético de Madrid;0;1
domingo 5 de mayo de 2019;55;3;Alavés;0;Real Sociedad;1;2
domingo 5 de mayo de 2019;55;5;Getafe;2;Girona;0;1
domingo 5 de mayo de 2019;55;4;Celta;2;Barcelona;0;1
domingo 5 de mayo de 2019;55;7;Valladolid;1;Athletic de Bilbao;0;1
domingo 5 de mayo de 2019;55;8;Huesca;2;Valencia;6;2
domingo 5 de mayo de 2019;55;9;Alcorcón;0;Osasuna;0;X
domingo 5 de mayo de 2019;55;10;R. Zaragoza;0;Deportivo;1;2
domingo 5 de mayo de 2019;55;12;Mallorca;2;Sporting de Gijón;1;1
domingo 5 de mayo de 2019;55;13;Albacete;0;Numancia;0;X
domingo 5 de mayo de 2019;55;11;Tenerife;2;Las Palmas;1;1
domingo 5 de mayo de 2019;55;14;R. Oviedo;1;Granada;1;X
domingo 5 de mayo de 2019;55;6;Eibar;1;Betis;0;1
domingo 16 de junio de 2019;61;3;Paraguay;2;Qatar;2;X
domingo 5 de mayo de 2019;55;15;Real Madrid;3;Villarreal;2;M2
domingo 16 de junio de 2019;61;1;Venezuela;0;Perú;0;X
domingo 16 de junio de 2019;61;2;Argentina;0;Colombia;2;2
domingo 16 de junio de 2019;61;5;Polonia S21;3;Bélgica S21;2;1
domingo 16 de junio de 2019;61;7;Serbia S21;0;Austria S21;2;2
domingo 16 de junio de 2019;61;8;Alemania S21;3;Dinamarca S21;1;1
domingo 16 de junio de 2019;61;9;Canadá FEM;2;Nueva Zelanda FEM;0;1
domingo 16 de junio de 2019;61;10;Suecia FEM;5;Tailandia FEM;1;1
domingo 16 de junio de 2019;61;4;Uruguay;4;Denia;0;1
domingo 16 de junio de 2019;61;6;Italia S21;3;España S21;1;1
domingo 16 de junio de 2019;61;11;EE.UU FEM;3;Chile FEM;0;1
domingo 16 de junio de 2019;61;13;Nigeria FEM;0;Francia FEM;1;2
domingo 16 de junio de 2019;61;14;Corea FEM;1;Noruega FEM;2;2
domingo 16 de junio de 2019;61;12;Sudafrica FEM;0;Alemania FEM;4;2
domingo 30 de junio de 2019;63;2;Camerun;0;Ghana;0;X
domingo 16 de junio de 2019;61;15;China FEM;0;España FEM;0;00
domingo 30 de junio de 2019;63;1;Mauritania;0;Angola;0;X
domingo 30 de junio de 2019;63;5;Burundi;0;Guinea;2;2
domingo 30 de junio de 2019;63;3;Benin;0;Guinea-Bisau;0;X
domingo 30 de junio de 2019;63;7;Ostersunds;0;Göteborg;0;X
domingo 30 de junio de 2019;63;8;Falkenbergs;2;Elfsborg;1;1
domingo 30 de junio de 2019;63;6;Zimbabue;0;RD Congo;4;2
domingo 30 de junio de 2019;63;4;Madagascar;2;Nigeria;0;1
domingo 30 de junio de 2019;63;11;Atlanta United;2;Montreal Impact;1;1
domingo 30 de junio de 2019;63;12;New York City;4;Philadelphia Union;2;1
domingo 30 de junio de 2019;63;10;Norrkoping;0;Sirius;1;2
domingo 30 de junio de 2019;63;9;Aik;0;Malmö FF;0;X
domingo 30 de junio de 2019;63;13;Columbus Crew;0;Orlando City;2;2
domingo 30 de junio de 2019;63;14;San José;3;LA Galaxy;0;1
domingo 7 de julio de 2019;64;2;Göteborg;2;Sundsvall;1;1
domingo 7 de julio de 2019;64;1;Kalmar FF;0;Aik;1;2
domingo 30 de junio de 2019;63;15;Uganda;0;Egipto;2;02
domingo 7 de julio de 2019;64;4;Malmö FF;2;Orebro SK;1;1
domingo 7 de julio de 2019;64;6;Hammarby;6;Falkenbergs;2;1
domingo 7 de julio de 2019;64;5;Norrkoping;2;Hacken;1;1
domingo 7 de julio de 2019;64;7;Philadelphia Union;0;Orlando City;0;X
domingo 7 de julio de 2019;64;9;Columbus Crew;1;Seattle Sounders;2;2
domingo 7 de julio de 2019;64;10;Montreal Impact;2;Minnesota United;3;2
domingo 7 de julio de 2019;64;3;Sirius;1;Ostersunds;1;X
domingo 7 de julio de 2019;64;8;Cincinnati;3;Houston Dynamo;2;1
domingo 7 de julio de 2019;64;13;Atlanta United;3;New York Rb;3;X
domingo 7 de julio de 2019;64;11;Kansas City;1;Chicago Fire;0;1
domingo 7 de julio de 2019;64;14;New York City;0;Portland Timb.;0;2
domingo 7 de julio de 2019;64;15;Los Angeles FC;6;Vancouver;1;M1
domingo 7 de julio de 2019;64;12;San José;1;Real Salt Lake;0;1
domingo 23 de junio de 2019;62;1;Bolivia;1;Venezuela;3;2
domingo 23 de junio de 2019;62;4;Bélgica S21;1;Italia S21;3;2
domingo 23 de junio de 2019;62;5;España S21;5;Polonia S21;0;1
domingo 23 de junio de 2019;62;2;Qatar;0;Argentina;2;2
domingo 23 de junio de 2019;62;3;Colombia;1;Paraguay;0;1
domingo 23 de junio de 2019;62;6;Austria S21;1;Alemania S21;1;X
domingo 23 de junio de 2019;62;8;Croacia S21;3;Inglaterra S21;3;X
domingo 23 de junio de 2019;62;10;Cincinnati;0;LA Galaxy;2;2
domingo 23 de junio de 2019;62;7;Dinamarca S21;2;Serbia S21;0;1
domingo 23 de junio de 2019;62;12;Chicago Fire;1;Real Salt Lake;1;X
domingo 23 de junio de 2019;62;11;FC Dallas;3;Toronto;0;1
domingo 23 de junio de 2019;62;13;Portland Timbers;4;Houston Dynamo;0;1
domingo 23 de junio de 2019;62;15;Perú;0;Brasil;5;0M
domingo 23 de junio de 2019;62;9;Francia S21;0;Rumania S21;0;X
domingo 23 de junio de 2019;62;14;Columbus Crew;0;Kansas City;1;2
domingo 4 de agosto de 2019;68;1;Barnsley;1;Fulham;0;1
domingo 4 de agosto de 2019;68;3;Brentford;0;Birmingham;1;2
domingo 4 de agosto de 2019;68;5;Reading;1;Sheffield Wednesday;3;2
domingo 4 de agosto de 2019;68;6;Stoke City;1;Queens Park Rangers;2;2
domingo 4 de agosto de 2019;68;7;Swansea City;2;Hull City;1;1
domingo 4 de agosto de 2019;68;2;Blackburn Rovers;1;Charlton;2;2
domingo 4 de agosto de 2019;68;9;Nottingham;1;West Bromwich;2;2
domingo 4 de agosto de 2019;68;8;Wigan Athletic;3;Cardiff City;2;1
domingo 4 de agosto de 2019;68;11;SBV Vitesse;2;Ajax;2;X
domingo 4 de agosto de 2019;68;10;Bristol City;1;Leeds;3;2
domingo 4 de agosto de 2019;68;13;Heracles;0;Heerenveen;4;2
domingo 4 de agosto de 2019;68;14;Az Alkmaar;4;Fortuna Sittard;0;1
domingo 4 de agosto de 2019;68;4;Millwall;1;Preston;0;1
domingo 4 de agosto de 2019;68;12;Twente;1;PSV;1;X
domingo 4 de agosto de 2019;68;15;Feyenoord;2;Sp Rotterdam;2;22
domingo 14 de julio de 2019;65;2;Bahia;0;Santos;1;2
domingo 14 de julio de 2019;65;3;Sao Paulo;1;Palmeiras;1;X
domingo 14 de julio de 2019;65;4;Fortaleza;2;Avaí;0;1
domingo 14 de julio de 2019;65;1;Gremio;2;Vasco da Gama;1;1
domingo 14 de julio de 2019;65;5;Atlético Paranaense;1;Internacional;0;1
domingo 14 de julio de 2019;65;6;Corinthians;1;Csa;0;1
domingo 14 de julio de 2019;65;7;Cruzeiro;0;Botafogo;0;X
domingo 14 de julio de 2019;65;8;Montreal Impact;0;Toronto;2;2
domingo 14 de julio de 2019;65;10;Chicago Fire;1;Cincinnati;2;2
domingo 14 de julio de 2019;65;11;Minnesota United;1;FC Dallas;0;1
domingo 14 de julio de 2019;65;12;Real Salt Lake;4;Philadelphia Union;0;1
domingo 14 de julio de 2019;65;9;Orlando City;1;Columbus Crew;0;1
domingo 14 de julio de 2019;65;13;Vancouver;0;Kansas City;3;2
domingo 14 de julio de 2019;65;14;Portland Timb.;2;Colorado Rapids;2;X
domingo 14 de julio de 2019;65;15;Flamengo;6;Goiás;1;M1
domingo 11 de agosto de 2019;69;2;Burnley;3;Southampton;0;1
domingo 11 de agosto de 2019;69;1;Bournemouth;1;Sheffield United;1;X
domingo 11 de agosto de 2019;69;3;Crystal Palace;0;Everton;0;X
domingo 11 de agosto de 2019;69;5;Tottenham;3;Aston Villa;1;1
domingo 11 de agosto de 2019;69;4;Watford;0;Brighton;3;2
domingo 11 de agosto de 2019;69;8;Manchester U.;4;Chelsea;0;1
domingo 11 de agosto de 2019;69;9;Olympique de Marsella;0;Reims;2;2
domingo 11 de agosto de 2019;69;10;Dijon;1;Saint Etienne;2;2
domingo 11 de agosto de 2019;69;11;Montpellier;0;Rennes;1;2
domingo 11 de agosto de 2019;69;7;Newcastle;0;Arsenal;1;2
domingo 11 de agosto de 2019;69;6;Leicester;0;Wolverhampton;0;X
domingo 11 de agosto de 2019;69;13;Brest;1;Toulouse;1;X
domingo 11 de agosto de 2019;69;14;Lille;2;Nantes;1;1
domingo 11 de agosto de 2019;69;12;Angers;3;Burdeos;1;1
domingo 11 de agosto de 2019;69;15;PSG;3;Nimes;0;M0
domingo 28 de julio de 2019;67;3;Fluminense;1;Sao Paulo;2;2
domingo 28 de julio de 2019;67;1;Palmeiras;1;Vasco da Gama;1;X
domingo 28 de julio de 2019;67;2;Cruzeiro;0;Atlético Paranaense;2;2
domingo 28 de julio de 2019;67;6;Flamengo;3;Botafogo;2;1
domingo 28 de julio de 2019;67;4;Internacional;1;Ceara;0;1
domingo 28 de julio de 2019;67;5;Chapecoense;0;Bahia;0;X
domingo 28 de julio de 2019;67;8;New York Rb;2;Columbus Crew;3;2
domingo 28 de julio de 2019;67;10;FC Dallas;0;Real Salt Lake;0;X
domingo 28 de julio de 2019;67;11;Houston Dynamo;0;Seattle Sounders;1;2
domingo 28 de julio de 2019;67;9;Chicago Fire;0;Dc. United;0;X
domingo 28 de julio de 2019;67;13;Montreal Impact;4;Philadelphia Union;0;1
domingo 28 de julio de 2019;67;12;Minnesota United;0;Vancouver;0;X
domingo 28 de julio de 2019;67;14;Portland Timb.;4;LA Galaxy;0;1
domingo 21 de julio de 2019;66;1;Vasco da Gama;2;Fluminense;1;1
domingo 28 de julio de 2019;67;15;Santos;3;Avaí;1;M1
domingo 28 de julio de 2019;67;7;New England;4;Orlando City;1;1
domingo 21 de julio de 2019;66;3;Csa;0;Atlético Paranaense;4;2
domingo 21 de julio de 2019;66;4;Internacional;1;Gremio;1;X
domingo 21 de julio de 2019;66;5;Botafogo;0;Santos;1;2
domingo 21 de julio de 2019;66;2;Bahia;0;Cruzeiro;0;X
domingo 21 de julio de 2019;66;7;Corinthians;1;Flamengo;1;X
domingo 21 de julio de 2019;66;8;Columbus Crew;2;Montreal Impact;1;1
domingo 21 de julio de 2019;66;10;Toronto;1;Houston Dynamo;3;2
domingo 21 de julio de 2019;66;6;Atletico Mineiro;2;Fortaleza;2;X
domingo 21 de julio de 2019;66;12;Colorado Rapids;1;New York City;2;2
domingo 21 de julio de 2019;66;9;Philadelphia Union;2;Chicago Fire;0;1
domingo 21 de julio de 2019;66;13;Real Salt Lake;1;Minnesota United;1;X
domingo 21 de julio de 2019;66;14;Vancouver;1;San José;3;2
domingo 21 de julio de 2019;66;11;Kansas City;0;FC Dallas;2;2
domingo 21 de julio de 2019;66;15;Ceara;2;Palmeiras;0;20
